Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
667,2024-10-28,CUST667,Male,30,Clothing,2,200,400
668,2024-10-29,CUST668,Female,45,Beauty,3,300,900
669,2024-10-30,CUST669,Male,35,Home,4,400,1600
670,2024-10-31,CUST670,Female,50,Books,5,500,2500
671,2024-11-01,CUST671,Male,25,Electronics,1,100,100
672,2024-11-02,CUST672,Female,30,Clothing,2,200,400
673,2024-11-03,CUST673,Male,45,Beauty,3,300,900
674,2024-11-04,CUST674,Female,35,Home,4,400,1600
675,2024-11-05,CUST675,Male,50,Books,5,500,2500
676,2024-11-06,CUST676,Female,25,Electronics,1,100,100
677,2024-11-07,CUST677,Male,30,Clothing,2,200,400
678,2024-11-08,CUST678,Female,45,Beauty,3,300,900
679,2024-11-09,CUST679,Male,35,Home,4,400,1600
680,2024-11-10,CUST680,Female,50,Books,5,500,2500
681,2024-11-11,CUST681,Male,25,Electronics,1,100,100
682,2024-11-12,CUST682,Female,30,Clothing,2,200,400
683,2024-11-13,CUST683,Male,45,Beauty,3,300,900
684,2024-11-14,CUST684,Female,35,Home,4,400,1600
685,2024-11-15,CUST685,Male,50,Books,5,500,2500
686,2024-11-16,CUST686,Female,25,Electronics,1,100,100
687,2024-11-17,CUST687,Male,30,Clothing,2,200,400
688,2024-11-18,CUST688,Female,45,Beauty,3,300,900
689,2024-11-19,CUST689,Male,35,Home,4,400,1600
690,2024-11-20,CUST690,Female,50,Books,5,500,2500
691,2024-11-21,CUST691,Male,25,Electronics,1,100,100
692,2024-11-22,CUST692,Female,30,Clothing,2,200,400
693,2024-11-23,CUST693,Male,45,Beauty,3,300,900
694,2024-11-24,CUST694,Female,35,Home,4,400,1600
695,2024-11-25,CUST695,Male,50,Books,5,500,2500
696,2024-11-26,CUST696,Female,25,Electronics,1,100,100
697,2024-11-27,CUST697,Male,30,Clothing,2,200,400
698,2024-11-28,CUST698,Female,45,Beauty,3,300,900
699,2024-11-29,CUST699,Male,35,Home,4,400,1600
700,2024-11-30,CUST700,Female,50,Books,5,500,2500
701,2024-12-01,CUST701,Male,25,Electronics,1,100,100
702,2024-12-02,CUST702,Female,30,Clothing,2,200,400
703,2024-12-03,CUST703,Male,45,Beauty,3,300,900
704,2024-12-04,CUST704,Female,35,Home,4,400,1600
705,2024-12-05,CUST705,Male,50,Books,5,500,2500
706,2024-12-06,CUST706,Female,25,Electronics,1,100,100
707,2024-12-07,CUST707,Male,30,Clothing,2,200,400
708,2024-12-08,CUST708,Female,45,Beauty,3,300,900
709,2024-12-09,CUST709,Male,35,Home,4,400,1600
710,2024-12-10,CUST710,Female,50,Books,5,500,2500
711,2024-12-11,CUST711,Male,25,Electronics,1,100,100
712,2024-12-12,CUST712,Female,30,Clothing,2,200,400
713,2024-12-13,CUST713,Male,45,Beauty,3,300,900
714,2024-12-14,CUST714,Female,35,Home,4,400,1600
715,2024-12-15,CUST715,Male,50,Books,5,500,2500
716,2024-12-16,CUST716,Female,25,Electronics,1,100,100
717,2024-12-17,CUST717,Male,30,Clothing,2,200,400
718,2024-12-18,CUST718,Female,45,Beauty,3,300,900
719,2024-12-19,CUST719,Male,35,Home,4,400,1600
720,2024-12-20,CUST720,Female,50,Books,5,500,2500
721,2024-12-21,CUST721,Male,25,Electronics,1,100,100
722,2024-12-22,CUST722,Female,30,Clothing,2,200,400
723,2024-12-23,CUST723,Male,45,Beauty,3,300,900
724,2024-12-24,CUST724,Female,35,Home,4,400,1600
725,2024-12-25,CUST725,Male,50,Books,5,500,2500
726,2024-12-26,CUST726,Female,25,Electronics,1,100,100
727,2024-12-27,CUST727,Male,30,Clothing,2,200,400
728,2024-12-28,CUST728,Female,45,Beauty,3,300,900
729,2024-12-29,CUST729,Male,35,Home,4,400,1600
730,2024-12-30,CUST730,Female,50,Books,5,500,2500
731,2024-12-31,CUST731,Male,25,Electronics,1,100,100
732,2025-01-01,CUST732,Female,30,Clothing,2,200,400
733,2025-01-02,CUST733,Male,45,Beauty,3,300,900
734,2025-01-03,CUST734,Female,35,Home,4,400,1600
735,2025-01-04,CUST735,Male,50,Books,5,500,2500
736,2025-01-05,CUST736,Female,25,Electronics,1,100,100
737,2025-01-06,CUST737,Male,30,Clothing,2,200,400
738,2025-01-07,CUST738,Female,45,Beauty,3,300,900
739,2025-01-08,CUST739,Male,35,Home,4,400,1600
740,2025-01-09,CUST740,Female,50,Books,5,500,2500
741,2025-01-10,CUST741,Male,25,Electronics,1,100,100
742,2025-01-11,CUST742,Female,30,Clothing,2,200,400
743,2025-01-12,CUST743,Male,45,Beauty,3,300,900
744,2025-01-13,CUST744,Female,35,Home,4,400,1600
745,2025-01-14,CUST745,Male,50,Books,5,500,2500
746,2025-01-15,CUST746,Female,25,Electronics,1,100,100
747,2025-01-16,CUST747,Male,30,Clothing,2,200,400
748,2025-01-17,CUST748,Female,45,Beauty,3,300,900
749,2025-01-18,CUST749,Male,35,Home,4,400,1600
750,2025-01-19,CUST750,Female,50,Books,5,500,2500
751,2025-01-20,CUST751,Male,25,Electronics,1,100,100
752,2025-01-21,CUST752,Female,30,Clothing,2,200,400
753,2025-01-22,CUST753,Male,45,Beauty,3,300,900
754,2025-01-23,CUST754,Female,35,Home,4,400,1600
755,2025-01-24,CUST755,Male,50,Books,5,500,2500
756,2025-01-25,CUST756,Female,25,Electronics,1,100,100
757,2025-01-26,CUST757,Male,30,Clothing,2,200,400
758,2025-01-27,CUST758,Female,45,Beauty,3,300,900
759,2025-01-28,CUST759,Male,35,Home,4,400,1600
760,2025-01-29,CUST760,Female,50,Books,5,500,2500
761,2025-01-30,CUST761,Male,25,Electronics,1,100,100
762,2025-01-31,CUST762,Female,30,Clothing,2,200,400
763,2025-02-01,CUST763,Male,45,Beauty,3,300,900
764,2025-02-02,CUST764,Female,35,Home,4,400,1600
765,2025-02-03,CUST765,Male,50,Books,5,500,2500
766,2025-02-04,CUST766,Female,25,Electronics,1,100,100
767,2025-02-05,CUST767,Male,30,Clothing,2,200,400
768,2025-02-06,CUST768,Female,45,Beauty,3,300,900
769,2025-02-07,CUST769,Male,35,Home,4,400,1600
770,2025-02-08,CUST770,Female,50,Books,5,500,2500
771,2025-02-09,CUST771,Male,25,Electronics,1,100,100
772,2025-02-10,CUST772,Female,30,Clothing,2,200,400
773,2025-02-11,CUST773,Male,45,Beauty,3,300,900
774,2025-02-12,CUST774,Female,35,Home,4,400,1600
775,2025-02-13,CUST775,Male,50,Books,5,500,2500
776,2025-02-14,CUST776,Female,25,Electronics,1,100,100
777,2025-02-15,CUST777,Male,30,Clothing,2,200,400
778,2025-02-16,CUST778,Female,45,Beauty,3,300,900
779,2025-02-17,CUST779,Male,35,Home,4,400,1600
780,2025-02-18,CUST780,Female,50,Books,5,500,2500
781,2025-02-19,CUST781,Male,25,Electronics,1,100,100
782,2025-02-20,CUST782,Female,30,Clothing,2,200,400
783,2025-02-21,CUST783,Male,45,Beauty,3,300,900
784,2025-02-22,CUST784,Female,35,Home,4,400,1600
785,2025-02-23,CUST785,Male,50,Books,5,500,2500
786,2025-02-24,CUST786,Female,25,Electronics,1,100,100
787,2025-02-25,CUST787,Male,30,Clothing,2,200,400
788,2025-02-26,CUST788,Female,45,Beauty,3,300,900
789,2025-02-27,CUST789,Male,35,Home,4,400,1600
790,2025-02-28,CUST790,Female,50,Books,5,500,2500
791,2025-03-01,CUST791,Male,25,Electronics,1,100,100
792,2025-03-02,CUST792,Female,30,Clothing,2,200,400
793,2025-03-03,CUST793,Male,45,Beauty,3,300,900
794,2025-03-04,CUST794,Female,35,Home,4,400,1600
795,2025-03-05,CUST795,Male,50,Books,5,500,2500
796,2025-03-06,CUST796,Female,25,Electronics,1,100,100
797,2025-03-07,CUST797,Male,30,Clothing,2,200,400
798,2025-03-08,CUST798,Female,45,Beauty,3,300,900
799,2025-03-09,CUST799,Male,35,Home,4,400,1600
800,2025-03-10,CUST800,Female,50,Books,5,500,2500
801,2025-03-11,CUST801,Male,25,Electronics,1,100,100
802,2025-03-12,CUST802,Female,30,Clothing,2,200,400
803,2025-03-13,CUST803,Male,45,Beauty,3,300,900
804,2025-03-14,CUST804,Female,35,Home,4,400,1600
805,2025-03-15,CUST805,Male,50,Books,5,500,2500
806,2025-03-16,CUST806,Female,25,Electronics,1,100,100
807,2025-03-17,CUST807,Male,30,Clothing,2,200,400
808,2025-03-18,CUST808,Female,45,Beauty,3,300,900
809,2025-03-19,CUST809,Male,35,Home,4,400,1600
810,2025-03-20,CUST810,Female,50,Books,5,500,2500
811,2025-03-21,CUST811,Male,25,Electronics,1,100,100
812,2025-03-22,CUST812,Female,30,Clothing,2,200,400
813,2025-03-23,CUST813,Male,45,Beauty,3,300,900
814,2025-03-24,CUST814,Female,35,Home,4,400,1600
815,2025-03-25,CUST815,Male,50,Books,5,500,2500
816,2025-03-26,CUST816,Female,25,Electronics,1,100,100
817,2025-03-27,CUST817,Male,30,Clothing,2,200,400
818,2025-03-28,CUST818,Female,45,Beauty,3,300,900
819,2025-03-29,CUST819,Male,35,Home,4,400,1600
820,2025-03-30,CUST820,Female,50,Books,5,500,2500
821,2025-03-31,CUST821,Male,25,Electronics,1,100,100
822,2025-04-01,CUST822,Female,30,Clothing,2,200,400
823,2025-04-02,CUST823,Male,45,Beauty,3,300,900
824,2025-04-03,CUST824,Female,35,Home,4,400,1600
825,2025-04-04,CUST825,Male,50,Books,5,500,2500
826,2025-04-05,CUST826,Female,25,Electronics,1,100,100
827,2025-04-06,CUST827,Male,30,Clothing,2,200,400
828,2025-04-07,CUST828,Female,45,Beauty,3,300,900
829,2025-04-08,CUST829,Male,35,Home,4,400,1600
830,2025-04-09,CUST830,Female,50,Books,5,500,2500
831,2025-04-10,CUST831,Male,25,Electronics,1,100,100
832,2025-04-11,CUST832,Female,30,Clothing,2,200,400
833,2025-04-12,CUST833,Male,45,Beauty,3,300,900
834,2025-04-13,CUST834,Female,35,Home,4,400,1600
835,2025-04-14,CUST835,Male,50,Books,5,500,2500
836,2025-04-15,CUST836,Female,25,Electronics,1,100,100
837,2025-04-16,CUST837,Male,30,Clothing,2,200,400
838,2025-04-17,CUST838,Female,45,Beauty,3,300,900
839,2025-04-18,CUST839,Male,35,Home,4,400,1600
840,2025-04-19,CUST840,Female,50,Books,5,500,2500
841,2025-04-20,CUST841,Male,25,Electronics,1,100,100
842,2025-04-21,CUST842,Female,30,Clothing,2,200,400
843,2025-04-22,CUST843,Male,45,Beauty,3,300,900
844,2025-04-23,CUST844,Female,35,Home,4,400,1600
845,2025-04-24,CUST845,Male,50,Books,5,500,2500
846,2025-04-25,CUST846,Female,25,Electronics,1,100,100
847,2025-04-26,CUST847,Male,30,Clothing,2,200,400
848,2025-04-27,CUST848,Female,45,Beauty,3,300,900
849,2025-04-28,CUST849,Male,35,Home,4,400,1600
850,2025-04-29,CUST850,Female,50,Books,5,500,2500
851,2025-04-30,CUST851,Male,25,Electronics,1,100,100
852,2025-05-01,CUST852,Female,30,Clothing,2,200,400
853,2025-05-02,CUST853,Male,45,Beauty,3,300,900
854,2025-05-03,CUST854,Female,35,Home,4,400,1600
855,2025-05-04,CUST855,Male,50,Books,5,500,2500
856,2025-05-05,CUST856,Female,25,Electronics,1,100,100
857,2025-05-06,CUST857,Male,30,Clothing,2,200,400
858,2025-05-07,CUST858,Female,45,Beauty,3,300,900
859,2025-05-08,CUST859,Male,35,Home,4,400,1600
860,2025-05-09,CUST860,Female,50,Books,5,500,2500
861,2025-05-10,CUST861,Male,25,Electronics,1,100,100
862,2025-05-11,CUST862,Female,30,Clothing,2,200,400
863,2025-05-12,CUST863,Male,45,Beauty,3,300,900
864,2025-05-13,CUST864,Female,35,Home,4,400,1600
865,2025-05-14,CUST865,Male,50,Books,5,500,2500
866,2025-05-15,CUST866,Female,25,Electronics,1,100,100
867,2025-05-16,CUST867,Male,30,Clothing,2,200,400
868,2025-05-17,CUST868,Female,45,Beauty,3,300,900
869,2025-05-18,CUST869,Male,35,Home,4,400,1600
870,2025-05-19,CUST870,Female,50,Books,5,500,2500
871,2025-05-20,CUST871,Male,25,Electronics,1,100,100
872,2025-05-21,CUST872,Female,30,Clothing,2,200,400
873,2025-05-22,CUST873,Male,45,Beauty,3,300,900
874,2025-05-23,CUST874,Female,35,Home,4,400,1600
875,2025-05-24,CUST875,Male,50,Books,5,500,2500
876,2025-05-25,CUST876,Female,25,Electronics,1,100,100
877,2025-05-26,CUST877,Male,30,Clothing,2,200,400
878,2025-05-27,CUST878,Female,45,Beauty,3,300,900
879,2025-05-28,CUST879,Male,35,Home,4,400,1600
880,2025-05-29,CUST880,Female,50,Books,5,500,2500
881,2025-05-30,CUST881,Male,25,Electronics,1,100,100
882,2025-05-31,CUST882,Female,30,Clothing,2,200,400
883,2025-06-01,CUST883,Male,45,Beauty,3,300,900
884,2025-06-02,CUST884,Female,35,Home,4,400,1600
885,2025-06-03,CUST885,Male,50,Books,5,500,2500
886,2025-06-04,CUST886,Female,25,Electronics,1,100,100
887,2025-06-05,CUST887,Male,30,Clothing,2,200,400
888,2025-06-06,CUST888,Female,45,Beauty,3,300,900
889,2025-06-07,CUST889,Male,35,Home,4,400,1600
890,2025-06-08,CUST890,Female,50,Books,5,500,2500
891,2025-06-09,CUST891,Male,25,Electronics,1,100,100
892,2025-06-10,CUST892,Female,30,Clothing,2,200,400
893,2025-06-11,CUST893,Male,45,Beauty,3,300,900
894,2025-06-12,CUST894,Female,35,Home,4,400,1600
895,2025-06-13,CUST895,Male,50,Books,5,500,2500
896,2025-06-14,CUST896,Female,25,Electronics,1,100,100
897,2025-06-15,CUST897,Male,30,Clothing,2,200,400
898,2025-06-16,CUST898,Female,45,Beauty,3,300,900
899,2025-06-17,CUST899,Male,35,Home,4,400,1600
900,2025-06-18,CUST900,Female,50,Books,5,500,2500
901,2025-06-19,CUST901,Male,25,Electronics,1,100,100
902,2025-06-20,CUST902,Female,30,Clothing,2,200,400
903,2025-06-21,CUST903,Male,45,Beauty,3,300,900
904,2025-06-22,CUST904,Female,35,Home,4,400,1600
905,2025-06-23,CUST905,Male,50,Books,5,500,2500
906,2025-06-24,CUST906,Female,25,Electronics,1,100,100
907,2025-06-25,CUST907,Male,30,Clothing,2,200,400
908,2025-06-26,CUST908,Female,45,Beauty,3,300,900
909,2025-06-27,CUST909,Male,35,Home,4,400,1600
910,2025-06-28,CUST910,Female,50,Books,5,500,2500
911,2025-06-29,CUST911,Male,25,Electronics,1,100,100
912,2025-06-30,CUST912,Female,30,Clothing,2,200,400
913,2025-07-01,CUST913,Male,45,Beauty,3,300,900
914,2025-07-02,CUST914,Female,35,Home,4,400,1600
915,2025-07-03,CUST915,Male,50,Books,5,500,2500
916,2025-07-04,CUST916,Female,25,Electronics,1,100,100
917,2025-07-05,CUST917,Male,30,Clothing,2,200,400
918,2025-07-06,CUST918,Female,45,Beauty,3,300,900
919,2025-07-07,CUST919,Male,35,Home,4,400,1600
920,2025-07-08,CUST920,Female,50,Books,5,500,2500
921,2025-07-09,CUST921,Male,25,Electronics,1,100,100
922,2025-07-10,CUST922,Female,30,Clothing,2,200,400
923,2025-07-11,CUST923,Male,45,Beauty,3,300,900
924,2025-07-12,CUST924,Female,35,Home,4,400,1600
925,2025-07-13,CUST925,Male,50,Books,5,500,2500
926,2025-07-14,CUST926,Female,25,Electronics,1,100,100
927,2025-07-15,CUST927,Male,30,Clothing,2,200,400
928,2025-07-16,CUST928,Female,45,Beauty,3,300,900
929,2025-07-17,CUST929,Male,35,Home,4,400,1600
930,2025-07-18,CUST930,Female,50,Books,5,500,2500
931,2025-07-19,CUST931,Male,25,Electronics,1,100,100
932,2025-07-20,CUST932,Female,30,Clothing,2,200,400
933,2025-07-21,CUST933,Male,45,Beauty,3,300,900
934,2025-07-22,CUST934,Female,35,Home,4,400,1600
935,2025-07-23,CUST935,Male,50,Books,5,500,2500
936,2025-07-24,CUST936,Female,25,Electronics,1,100,100
937,2025-07-25,CUST937,Male,30,Clothing,2,200,400
938,2025-07-26,CUST938,Female,45,Beauty,3,300,900
939,2025-07-27,CUST939,Male,35,Home,4,400,1600
940,2025-07-28,CUST940,Female,50,Books,5,500,2500
941,2025-07-29,CUST941,Male,25,Electronics,1,100,100
942,2025-07-30,CUST942,Female,30,Clothing,2,200,400
943,2025-07-31,CUST943,Male,45,Beauty,3,300,900
944,2025-08-01,CUST944,Female,35,Home,4,400,1600
945,2025-08-02,CUST945,Male,50,Books,5,500,2500
946,2025-08-03,CUST946,Female,25,Electronics,1,100,100
947,2025-08-04,CUST947,Male,30,Clothing,2,200,400
948,2025-08-05,CUST948,Female,45,Beauty,3,300,900
949,2025-08-06,CUST949,Male,35,Home,4,400,1600
950,2025-08-07,CUST950,Female,50,Books,5,500,2500
951,2025-08-08,CUST951,Male,25,Electronics,1,100,100
952,2025-08-09,CUST952,Female,30,Clothing,2,200,400
953,2025-08-10,CUST953,Male,45,Beauty,3,300,900
954,2025-08-11,CUST954,Female,35,Home,4,400,1600
955,2025-08-12,CUST955,Male,50,Books,5,500,2500
956,2025-08-13,CUST956,Female,25,Electronics,1,100,100
957,2025-08-14,CUST957,Male,30,Clothing,2,200,400
958,2025-08-15,CUST958,Female,45,Beauty,3,300,900
959,2025-08-16,CUST959,Male,35,Home,4,400,1600
960,2025-08-17,CUST960,Female,50,Books,5,500,2500
961,2025-08-18,CUST961,Male,25,Electronics,1,100,100
962,2025-08-19,CUST962,Female,30,Clothing,2,200,400
963,2025-08-20,CUST963,Male,45,Beauty,3,300,900
964,2025-08-21,CUST964,Female,35,Home,4,400,1600
965,2025-08-22,CUST965,Male,50,Books,5,500,2500
966,2025-08-23,CUST966,Female,25,Electronics,1,100,100
967,2025-08-24,CUST967,Male,30,Clothing,2,200,400
968,2025-08-25,CUST968,Female,45,Beauty,3,300,900
969,2025-08-26,CUST969,Male,35,Home,4,400,1600
970,2025-08-27,CUST970,Female,50,Books,5,500,2500
971,2025-08-28,CUST971,Male,25,Electronics,1,100,100
972,2025-08-29,CUST972,Female,30,Clothing,2,200,400
973,2025-08-30,CUST973,Male,45,Beauty,3,300,900
974,2025-08-31,CUST974,Female,35,Home,4,400,1600
975,2025-09-01,CUST975,Male,50,Books,5,500,2500
976,2025-09-02,CUST976,Female,25,Electronics,1,100,100
977,2025-09-03,CUST977,Male,30,Clothing,2,200,400
978,2025-09-04,CUST978,Female,45,Beauty,3,300,900
979,2025-09-05,CUST979,Male,35,Home,4,400,1600
980,2025-09-06,CUST980,Female,50,Books,5,500,2500
981,2025-09-07,CUST981,Male,25,Electronics,1,100,100
982,2025-09-08,CUST982,Female,30,Clothing,2,200,400
983,2025-09-09,CUST983,Male,45,Beauty,3,300,900
984,2025-09-10,CUST984,Female,35,Home,4,400,1600
985,2025-09-11,CUST985,Male,50,Books,5,500,2500
986,2025-09-12,CUST986,Female,25,Electronics,1,100,100
987,2025-09-13,CUST987,Male,30,Clothing,2,200,400
988,2025-09-14,CUST988,Female,45,Beauty,3,300,900
989,2025-09-15,CUST989,Male,35,Home,4,400,1600
990,2025-09-16,CUST990,Female,50,Books,5,500,2500
991,2025-09-17,CUST991,Male,25,Electronics,1,100,100
992,2025-09-18,CUST992,Female,30,Clothing,2,200,400
993,2025-09-19,CUST993,Male,45,Beauty,3,300,900
994,2025-09-20,CUST994,Female,35,Home,4,400,1600
995,2025-09-21,CUST995,Male,50,Books,5,500,2500
996,2025-09-22,CUST996,Female,25,Electronics,1,100,100
997,2025-09-23,CUST997,Male,30,Clothing,2,200,400
998,2025-09-24,CUST998,Female,45,Beauty,3,300,900
999,2025-09-25,CUST999,Male,35,Home,4,400,1600
1000,2025-09-26,CUST1000,Female,50,Books,5,500,2500
